Imagen,ID,X,Y,Width,Height,Área,Perímetro,Circularidad,Contraste,Energía,Homogeneidad,Cluster Shade,Cluster Prominencia,Correlación Haralick,Entropía
2.png,41,1318,643,131,115,11614,409.5046135,0.870310229,31.05130435,0.09677907,0.53257548,324752.1995,254710472.4,0.994919888,9.637812599
2.png,42,706,629,118,116,10285.5,381.8893908,0.886257831,44.35573239,0.090244635,0.468239562,426847.415,389757262.4,0.99421769,10.09139435
2.png,43,0,606,94,118,8987.5,364.3502858,0.850766809,22.01293968,0.10575232,0.573746393,826099.6703,200843603.5,0.995499586,8.750726983
2.png,44,1106,604,127,117,9351.5,381.4873712,0.807478209,45.41147741,0.093248465,0.454023542,1417961.384,654476301.6,0.995171323,10.00021567
2.png,45,1455,599,130,133,13030.5,427.6883796,0.895191693,45.16453926,0.121077688,0.580121443,3087140.637,1055236700,0.995835731,8.821227568
2.png,46,1078,558,109,108,7158.5,339.2031007,0.781829884,41.5154321,0.091428985,0.471532933,950266.6232,578405879.8,0.9952485,9.802112575
2.png,47,861,553,117,111,9621.5,370.5756823,0.880438073,38.20837217,0.121347468,0.493037532,442097.7687,245124796.1,0.993796385,9.263222333
2.png,48,1382,535,113,96,8425,348.8771961,0.86983045,51.24711682,0.063494088,0.416119632,1033850.585,486299749.9,0.99350673,10.39580068
2.png,49,391,471,110,157,12183.5,438.0315268,0.797941757,64.83725822,0.138945508,0.421987453,2875530.885,1700513632,0.996100616,10.10813017
2.png,50,1185,464,106,114,9325,362.190905,0.893271799,32.50025063,0.089430011,0.520109329,338735.797,136476047.6,0.992460024,9.190795426
2.png,51,526,453,115,119,9127,384.3330443,0.776466034,33.80635412,0.066879043,0.466456889,1384180.313,488083148.7,0.994901624,10.15386176
2.png,52,38,451,105,101,8168.5,338.2914118,0.896954127,44.12271516,0.10001148,0.46665046,549152.1122,224896623.2,0.992248953,9.451813371
2.png,53,1444,437,102,109,8499.5,345.948266,0.892443901,59.74684349,0.105238091,0.441712443,611490.0684,439133005.5,0.992344689,9.936510205
2.png,54,615,428,90,103,6454.5,315.8061317,0.813263635,28.04265299,0.074823743,0.507365891,-363022.6802,279405810.3,0.994539726,9.357348223
2.png,55,501,417,110,75,5851,322.3086572,0.707776307,40.74446483,0.066297832,0.501550749,1629525.717,497017488.4,0.992087493,9.419430936
2.png,56,211,416,115,110,10141.5,380.6345578,0.879621079,40.53357257,0.051869237,0.412219194,597690.9628,310686868.5,0.993634818,10.5080325
2.png,57,1284,387,106,109,8649.5,350.4335468,0.885094248,59.45382263,0.074638503,0.391340558,311506.6139,356564143.5,0.992336468,10.28425333
2.png,58,310,365,109,113,9428,365.0193328,0.889196417,34.75532612,0.053096966,0.405015212,136625.5579,230021659.4,0.993923988,10.45842663
2.png,59,0,351,91,105,7564,336.4507928,0.839688629,31.18804233,0.049732804,0.391324708,495205.0135,203152886.6,0.994023857,10.21088068
2.png,60,494,321,121,95,9489.5,374.6934325,0.849378047,45.36254386,0.070912386,0.442501178,888638.6688,453279664,0.994040531,10.26545569
2.png,61,1363,320,119,102,9377,365.0193337,0.884386377,41.36565304,0.062124313,0.415139331,730442.8004,317505704.7,0.993353975,10.32997602
2.png,62,1491,314,95,102,7510,324.3919164,0.896829229,55.03900709,0.090836972,0.487730997,1090463.365,382677021.2,0.992249101,9.501299695
2.png,63,59,291,107,111,9045.5,360.4335462,0.874967723,55.97509774,0.09218438,0.489989514,1417036.308,486346205.1,0.993024394,9.699722026
2.png,64,752,280,90,100,6681.5,308.6345574,0.881444015,50.88898876,0.084410145,0.469929267,971997.1863,446539420.8,0.993263934,9.986252293
2.png,65,0,280,61,53,2010.5,195.2964635,0.662407412,50.40251572,0.119767568,0.468547497,379707.2976,260540064.7,0.991970198,9.062831983
2.png,66,167,278,97,123,9129,362.1909055,0.874496326,27.90218496,0.071049435,0.468883879,687520.6739,282660365.2,0.995151032,9.966274315
2.png,67,260,270,118,102,9230,364.5340517,0.872841445,42.48391151,0.073716374,0.43487684,86690.00807,265555793.6,0.993679084,10.15685796
2.png,68,1287,243,112,106,9269.5,359.6051221,0.900771081,37.7990821,0.083590909,0.519152031,1116247.91,307296236,0.993133302,9.419985055
2.png,69,0,222,62,58,2280.5,213.296463,0.629901486,45.866026,0.117214106,0.501800963,304676.6029,312230815.9,0.993320758,9.113215234
2.png,70,816,202,121,120,10986,396.1320313,0.879770786,36.908125,0.09451218,0.432744557,243800.1455,224753448,0.993872745,9.769937752
2.png,71,976,188,105,106,8429.5,344.7766922,0.891119366,65.22922714,0.145432408,0.502219192,602709.7146,475470291.5,0.992961589,9.373781124
2.png,72,79,177,109,118,9878,375.0193331,0.882615544,48.90199309,0.077411194,0.454160077,423152.206,342907628.2,0.992922655,10.03891511
2.png,73,1179,168,116,114,9922.5,374.5756818,0.888693112,40.40739893,0.075502738,0.402428224,216850.2261,155448098,0.990931825,9.998676553
2.png,74,581,127,119,129,11570.5,405.8893908,0.882564777,47.40093286,0.124632568,0.457712484,524731.4193,422835457.8,0.994017972,9.794620355
2.png,75,1285,119,118,113,10464.5,381.2619739,0.904651614,33.26594055,0.08305777,0.513038894,819012.3782,254933453,0.993533464,9.700720795
2.png,76,820,71,116,114,10134.5,376.9188281,0.896430298,47.66575133,0.129992033,0.480915677,292541.3144,289081738.3,0.99308773,9.382155103
2.png,77,948,61,112,121,10417,382.3330399,0.89550676,39.01154047,0.113128583,0.459688965,500802.2961,263430988.8,0.993800272,9.721767995
2.png,78,699,60,116,110,9729.5,372.433547,0.881460387,35.24007905,0.097929988,0.484338572,523138.1716,337480506.9,0.995065976,9.852434784
2.png,79,1121,59,108,115,9480,365.8477595,0.890056143,48.58683462,0.107054034,0.50447661,1492273.009,486989225.1,0.993664625,9.504991008
2.png,80,229,49,97,96,6556.5,316.9777027,0.820020109,58.94390191,0.221390319,0.634885136,2291276.476,927598232.9,0.995233604,7.287970925
2.png,81,1582,42,18,67,837.5,149.0121925,0.473970236,150.0105356,0.124604281,0.430630587,867234.4423,307171663,0.978639588,8.099368166
2.png,82,537,15,110,121,10247.5,385.2619725,0.867591929,49.81863674,0.070267439,0.431903797,613074.5889,315613660.8,0.992383279,10.28017807
2.png,83,1097,0,125,55,4355,352.5929264,0.440200805,45.25029326,0.183433195,0.535046689,552217.3692,460655727.3,0.99499794,8.698058941
2.png,84,656,0,144,78,7018.5,411.0365767,0.522027315,41.70790748,0.129871053,0.484564954,1262114.407,605363000.2,0.995618068,9.716975994
2.png,85,606,0,55,28,1107.5,147.0121919,0.643942209,32.02843915,0.073253139,0.353083372,768292.4728,248908816.3,0.99409432,9.231442978
2.png,86,425,0,123,103,10184.5,384.1492765,0.867260442,51.45440076,0.073916137,0.418439527,700205.8163,308463047.5,0.992191461,10.22095787
2.png,87,0,0,207,87,9735,588.3919159,0.353355964,18.94001786,0.361553815,0.654119903,-233054.5967,441252348.1,0.997946905,7.462860517
3.png,0,718,1177,89,23,1432.5,198.3259007,0.457662811,6.624505929,0.194333325,0.673721507,128719.6106,15956250.36,0.995121195,6.243435877
3.png,1,0,1174,24,26,396,85.45584393,0.681430417,17.60702341,0.250495867,0.560701136,106360.9115,14751441.44,0.988116207,5.877746173
3.png,2,425,1160,25,25,455,79.59797907,0.902437591,489.6216667,0.058082795,0.191416126,455471.6026,1589405922,0.971697321,9.233238183
3.png,3,109,1111,111,89,8176.5,350.8944428,0.834496126,24.17967314,0.108734205,0.606639845,216273.3332,43318289.29,0.988885535,8.077318102
3.png,4,1329,1107,120,93,8776,366.5929275,0.820612852,21.19960242,0.101473732,0.665556413,478423.8033,98006726.04,0.990853659,8.215686754
3.png,5,1269,1085,122,64,5549.5,319.8650049,0.681601069,15.43065599,0.121997808,0.660086213,393632.281,74099572.51,0.991755681,7.8000005
3.png,6,282,1069,122,128,11865.5,408.7178186,0.892583315,13.68724174,0.161443754,0.715234893,258672.97,39644694.38,0.993567064,6.986742481
3.png,7,1044,1055,128,111,10920.5,392.5756817,0.890441926,13.87444137,0.13723047,0.707182981,341666.9149,57935749.68,0.994524751,7.364525348
3.png,8,1273,1020,120,66,5762,323.480229,0.691970586,19.50713012,0.247741639,0.736835313,448992.8266,73733315.21,0.993128915,6.208881987
3.png,9,1170,987,107,123,10144.5,381.6051201,0.875411252,25.05368922,0.122084465,0.644662481,476100.9082,89122427.58,0.991988938,7.922267591
3.png,10,400,945,126,118,11332.5,399.0609629,0.894246192,17.57552542,0.171138231,0.700219337,377951.6427,65280912.53,0.993671305,7.052481669
3.png,11,1415,942,121,130,12245.5,414.2325373,0.896804892,14.92076923,0.192448111,0.730549127,353796.4851,56475892.87,0.993892487,6.696689207
3.png,12,659,924,109,113,9513.5,365.6051192,0.894387355,20.81047198,0.28144125,0.762894805,547886.6844,94895201.49,0.993560017,5.6475322
3.png,13,837,923,125,119,10870.5,399.0609637,0.857789825,26.52832746,0.145596699,0.599179982,502503.7947,148066087.7,0.994460402,8.333433888
3.png,14,964,908,114,119,10631,385.8477598,0.897329645,22.81520042,0.126702322,0.624764654,427270.7805,94857579.76,0.993747987,8.232022948
3.png,15,534,901,109,103,8731,355.2203429,0.869517233,15.73516721,0.235088414,0.725576004,450798.0628,74247146.34,0.993905263,6.405763679
3.png,16,0,897,90,119,8691.5,361.8650051,0.834087143,15.49485412,0.124573093,0.577810829,79886.54575,72670299.94,0.994122602,8.122362057
3.png,17,1593,843,7,15,58.5,34.72792184,0.609548321,390.4333333,0.07856742,0.108422872,-225827.3681,373050855.8,0.948495072,7.380741961
3.png,18,0,829,32,38,751,116.0832602,0.700342702,6.374363328,0.137779056,0.677092004,175623.0973,24980043.15,0.995439201,6.849348818
3.png,19,522,819,149,90,7993,388.960458,0.663909329,6.377027027,0.219070503,0.716560711,122139.0305,54205457.04,0.997915705,7.07855046
3.png,20,105,817,118,119,10517.5,389.7472559,0.870074123,17.82783883,0.119719775,0.594438651,169147.7969,34843092.67,0.991476653,8.121723025
3.png,21,1292,792,99,114,8648,349.3624794,0.890375134,23.34595417,0.184243067,0.696910888,477089.0378,82462116.72,0.992422,6.780816987
3.png,22,297,785,133,137,14165.5,446.3746709,0.89339329,66.98600973,0.174550482,0.433229403,4326876.013,1776495189,0.995517848,9.573422971
3.png,23,0,763,54,90,2764,245.2792186,0.577333017,20.39916143,0.118712809,0.595029988,133999.4131,25647130.32,0.988744579,7.726231366
3.png,24,109,718,140,117,12227,424.4751775,0.852756776,15.02385784,0.121379095,0.672194986,276717.7347,49885991.33,0.993381188,7.866459725
3.png,25,1369,686,109,118,9876,372.6761878,0.893568101,28.08937539,0.200738342,0.73560835,693960.9482,133538125,0.992864898,6.523761888
3.png,26,453,654,106,108,8863.5,351.9482652,0.899202396,28.62231041,0.144879364,0.608282537,500776.8482,105419843.1,0.99209388,7.689466821
3.png,27,612,648,114,108,9500.5,371.4629841,0.86521739,17.08218617,0.18495688,0.756560736,468325.7537,81320474.72,0.99431559,6.521029164
3.png,28,1475,640,125,122,12441,420.8771977,0.882580565,11.24094395,0.13279086,0.733601048,308918.6923,48593698.83,0.99449559,7.294057861
3.png,29,828,573,131,119,11910.5,412.232535,0.880755426,12.41919845,0.140083431,0.71270428,263446.5643,45491724.28,0.994521069,7.397819526
3.png,30,963,513,124,126,11869.5,408.7178173,0.892884221,8.897922313,0.167943255,0.676627965,132768.9087,22561220.13,0.994979784,7.136095406
3.png,31,69,486,120,124,11321,399.6467493,0.890721807,11.86751152,0.135585178,0.710544569,193218.3187,29731785.25,0.993008628,7.535031508
3.png,32,1298,447,124,120,11488.5,401.4041076,0.896003215,16.87256098,0.161327615,0.703997908,444775.094,80935331.83,0.994457131,7.174435311
3.png,33,385,413,111,114,9761,369.8477604,0.896722755,12.37878788,0.178638117,0.724145661,341867.85,52774360.44,0.994763429,6.420426748
3.png,34,223,374,113,119,9720.5,441.4041082,0.626939635,11.30372149,0.148225686,0.663042453,170815.8695,27421264.17,0.993648071,7.601114115
3.png,35,127,370,102,137,11073,411.9066353,0.820120349,9.207993062,0.143923733,0.702457082,257896.9547,39167864.22,0.99456594,7.430421887
3.png,36,29,356,97,128,10104,385.0782079,0.856259332,8.452799479,0.145139349,0.652687698,124677.7759,17805437.98,0.993839291,7.415637041
3.png,37,895,309,117,109,9702.5,368.9188274,0.895842942,30.98695033,0.142679985,0.557807767,336927.4499,119859015.2,0.99288489,8.564359327
3.png,38,1239,291,112,103,8788.5,352.7766919,0.887411095,24.27009534,0.180888188,0.735426023,620423.092,116667077.1,0.993507699,6.731883094
3.png,39,1132,267,107,106,8809.5,351.119837,0.897946354,24.80428978,0.18456712,0.714696614,635390.1457,120437322.1,0.993271088,6.860161169
3.png,40,91,258,111,108,9422,363.7056253,0.895061605,21.38914141,0.123378005,0.664435399,388432.9811,68162450.34,0.991965571,7.661034449
3.png,41,394,225,142,155,17058.5,489.8305147,0.893426913,30.00242507,0.132765961,0.439478088,1156097.109,933432246.2,0.997330933,10.28312456
3.png,42,1545,150,55,92,3532,247.4802285,0.724685451,29.72483897,0.150350125,0.587094427,381263.9553,69841616.54,0.988908917,7.706292038
3.png,43,727,141,127,122,12138,414.3330412,0.888500879,11.63771793,0.128707856,0.681142928,148061.7013,36404227.34,0.994713441,7.821319911
3.png,44,1562,121,38,49,1049.5,140.1248904,0.671678945,33.05681191,0.127604005,0.509018845,332723.3361,62068485.86,0.987503959,7.654591974
3.png,45,1454,60,119,117,10388,383.6467487,0.886908385,22.79986962,0.097709395,0.586177452,163489.0712,44614805.8,0.990326079,8.565767364
3.png,46,1578,50,22,70,1100.5,160.6690472,0.535717057,74.46530612,0.175539206,0.566999166,449036.1838,104558506,0.981493707,7.05943793
3.png,47,740,32,122,108,10336.5,381.6051193,0.891979737,19.32782369,0.135929251,0.705786351,405830.5884,74378432.38,0.993189814,7.471676743
3.png,48,1207,0,58,17,673.5,130.1837658,0.499383057,20.74613003,0.142571816,0.555954688,178838.5212,33366374.63,0.99073239,7.336636288
3.png,49,1095,0,129,111,11584.5,403.9482667,0.89214544,14.46882038,0.225771674,0.756859889,335208.287,48503592.11,0.992475086,6.18147835
4.png,0,1396,1189,57,11,434,121.4558437,0.369711333,30.43668831,0.201893497,0.408323104,693828.3808,300803723.7,0.995555292,7.651921907
4.png,1,0,1179,71,21,1076,165.9411248,0.49103684,23.69047619,0.1779357,0.605272146,1296593.892,372553911.7,0.996705681,7.113678002
4.png,2,1206,1169,90,31,1951.5,211.6396089,0.547500499,33.6669083,0.271269795,0.677977154,1023063.028,263834676.3,0.994519157,6.130128501
4.png,3,435,1147,95,53,3738,306.3086554,0.500645853,44.09152951,0.113346082,0.474925621,929874.1187,278627300.4,0.992492218,9.113517213
4.png,4,989,1143,47,57,1675.5,179.7817457,0.651423033,75.8798627,0.068970668,0.388280292,560602.717,139311190.9,0.979365207,9.069557641
4.png,5,1004,1126,88,74,3691.5,280.6934308,0.588773479,49.57067412,0.073859934,0.421403992,744252.2221,261768397.3,0.991190218,9.620119302
4.png,6,334,1119,100,81,6517.5,318.0660154,0.809573656,39.69460032,0.116538113,0.552226005,1254995.102,337546881.5,0.993049679,8.6911905
4.png,7,679,1115,110,85,7691.5,342.0660154,0.826039949,37.43842418,0.132707049,0.656344471,1481690.167,360252355.5,0.992923419,7.76463028
4.png,8,118,1008,118,119,10838.5,389.7472554,0.896629275,48.18056453,0.144297798,0.538690458,820894.97,294984983.1,0.992163741,8.88702928
4.png,9,470,996,123,129,11961,410.9604588,0.889973918,40.28180201,0.152024833,0.60782646,1142084.846,335975643.9,0.994122967,8.303950625
4.png,10,0,986,80,127,8066.5,369.8650056,0.740983464,41.4322735,0.150508487,0.600802585,1867642.025,532960588.5,0.994418836,8.03024117
4.png,11,1502,954,98,107,8634.5,359.7228694,0.838515239,17.1949128,0.087670846,0.608167017,775322.1011,200352026.7,0.996166655,8.763251301
4.png,12,1146,940,136,188,16473,526.6416981,0.746366396,66.53313633,0.158012491,0.512025193,2540678.779,1651109652,0.99617307,9.350419101
4.png,13,1260,918,110,108,8671.5,355.2619741,0.863389262,56.23428474,0.089769056,0.50138075,410505.6933,380522633.3,0.990907726,9.524429478
4.png,14,0,862,73,110,6449.5,322.7523067,0.778031537,50.45227273,0.145953944,0.643644942,2223117.106,662397100.3,0.993673089,8.106885931
4.png,15,346,803,114,117,10579.5,387.1198374,0.887123642,41.8001664,0.092696412,0.540070442,460517.1293,529330733.1,0.994224758,9.564816846
4.png,16,1371,791,111,125,10630,387.1614689,0.891166538,37.92450909,0.105059284,0.565468507,1089314.801,304010591.3,0.993873079,8.69741408
4.png,17,57,769,119,129,11808.5,407.0609639,0.895541435,52.84804888,0.131250346,0.492834934,647606.7339,276809194.6,0.991201531,9.369692945
4.png,18,543,732,113,118,10211,378.33304,0.896457283,41.07596852,0.102431482,0.561320214,1030890.387,278696197.7,0.992920097,8.890000919
4.png,19,230,725,112,110,9329.5,362.090402,0.894199056,46.27231777,0.17445967,0.647301754,1918714.078,591661788.4,0.994629119,8.013882942
4.png,20,786,687,122,119,11244,397.1614683,0.895769943,43.33884298,0.132439416,0.56775419,1145489.288,373435498.9,0.993923874,8.596309947
4.png,21,1197,563,123,116,10978.5,393.7472548,0.889852023,47.62182024,0.142640803,0.536686853,1324434.441,452490304.2,0.993923988,8.924747991
4.png,22,494,523,130,157,15205.5,479.2030979,0.832091979,60.69081124,0.121305945,0.4734523,3786922.857,1703239703,0.996017869,9.819691437
4.png,23,0,515,97,183,13892,501.0782077,0.695286197,44.33344718,0.130244568,0.652245909,2169673.681,629484994,0.994241433,8.449868424
4.png,24,629,492,78,113,6313,312.3919179,0.812916754,89.3426043,0.124267987,0.515858497,2070818.844,806076939.8,0.991750921,8.944841888
4.png,25,1542,450,58,99,4103,272.1665212,0.696052466,38.89136984,0.076964651,0.519355733,1303338.419,332498485.3,0.991728488,9.170846903
4.png,26,74,449,126,136,12965,427.4457402,0.89170335,54.98082353,0.123964332,0.51645519,840104.2497,322516913.9,0.991597926,9.300744674
4.png,27,539,413,116,116,10329.5,379.7472535,0.9001189,63.48545727,0.088187262,0.488956205,1215117.099,434767328.9,0.991705258,9.768038731
4.png,28,1368,412,129,145,12571.5,438.8010771,0.820467899,33.8825431,0.10414408,0.575316669,1445825.375,425800646.1,0.994666316,9.207085969
4.png,29,944,411,124,121,11480.5,403.4041096,0.886523047,38.74514547,0.131066637,0.609115613,1059331.111,285256294.9,0.993406708,8.629089197
4.png,30,1454,389,57,121,4215.5,305.7228692,0.566765106,24.35699528,0.104970044,0.493824956,1875819.106,534896936,0.99526901,8.754712372
4.png,31,1510,388,66,122,5693.5,326.5512973,0.670944137,42.46040353,0.088676655,0.515605867,1582647.29,427001009,0.99167336,8.89826451
4.png,32,833,387,114,108,9448.5,365.6051197,0.888276544,50.12012455,0.117864974,0.518753535,1019915.022,326903186.5,0.992409347,9.050984843
4.png,33,0,347,58,118,5045,311.1370833,0.654888678,63.67305977,0.169125013,0.489051416,1261316.859,520218964.5,0.992695827,8.542060422
4.png,34,346,334,114,115,10020,375.5046141,0.892990893,54.54744132,0.102210664,0.509403898,920681.7467,391784323.6,0.992834232,9.272831646
4.png,35,1294,329,118,107,9556,367.5046138,0.88912007,48.1682243,0.10646855,0.444778786,636632.5444,314473807.5,0.992738245,9.565472894
4.png,36,706,311,115,108,9585.5,366.4335462,0.897086218,57.63279727,0.114926243,0.449487131,782047.7167,424428679.9,0.993080785,9.689731784
4.png,37,28,228,123,125,11717,406.4751772,0.891165235,50.51245902,0.158577491,0.530056864,1308375.491,468194437.1,0.993751164,8.923150889
4.png,38,1060,213,129,123,12200.5,423.7472554,0.853834495,49.26848323,0.133261352,0.560709817,1357900.801,443905481.8,0.993661306,8.980136461
4.png,39,291,207,106,130,10530.5,387.7472565,0.880159517,58.92498168,0.138170188,0.511649687,1328828.506,432530502.8,0.992221483,8.889666878
4.png,40,1258,180,112,125,10810,400.8771967,0.845303861,38.67236036,0.147482275,0.62900746,1683829.807,442752418.7,0.994289711,7.961810393
4.png,41,900,167,125,149,14090.5,450.8599528,0.871069778,72.80455726,0.183139161,0.480599529,4333743.143,1810314216,0.995253979,9.363506917
4.png,42,1075,123,113,99,8563.5,353.8061302,0.859667403,36.56349206,0.11639099,0.613285269,1547750.524,401067814.3,0.994147183,8.426499041
4.png,43,1558,97,42,96,3063,242.7106774,0.653399949,63.84730691,0.131421512,0.590406922,1452479.143,383971169.5,0.990287131,8.095405192
4.png,44,1257,81,117,104,9175.5,367.6051204,0.853250398,48.69951923,0.075168719,0.479454232,1006296.166,305803311.1,0.991583638,9.700471964
4.png,45,624,78,119,122,11141,394.8183243,0.898130482,54.34065018,0.091912144,0.527994482,1254436.045,429434554.2,0.992694363,9.385559714
4.png,46,319,52,61,109,5176,297.3380936,0.735703846,40.16238532,0.139887283,0.547767983,1109190.538,318364095.5,0.993546795,8.215754412
4.png,47,379,50,71,110,5581,313.4802296,0.713676792,32.03766234,0.095112205,0.540158046,830376.4625,251312887.1,0.993677897,9.127045751
4.png,48,1549,45,51,51,1927.5,182.6690463,0.725895874,12.14823529,0.086888634,0.58472429,499846.4419,159381578.8,0.99691521,8.667923265
4.png,49,897,41,11,13,92.5,37.55634892,0.824109397,115.7153846,0.065947801,0.097058871,413042.8703,182346791,0.976381743,7.906983162
4.png,50,385,17,48,48,1233,154.8528142,0.646152064,9.280141844,0.055566263,0.398282451,151313.9526,32960059.11,0.993496537,9.121442504
4.png,51,1513,12,48,72,2231,205.6812389,0.662704737,71.95153664,0.120092396,0.407977767,1049325.975,308486691.9,0.987815578,8.687687537
4.png,52,1361,6,61,119,5455.5,315.2375883,0.689871862,53.28585434,0.074916292,0.481395726,1001817.197,270045411.9,0.989395876,9.437616211
4.png,53,1421,5,63,120,5540,318.6518015,0.685625359,38.45107527,0.198293667,0.683422477,1667858.463,444913277.3,0.994603776,6.980512744
4.png,54,1573,0,27,20,316,82.97056246,0.57683138,3.117307692,0.115304459,0.519842499,-15891.86918,2313741.829,0.993703166,6.772152305
4.png,55,1517,0,55,17,559,128.284271,0.426849572,54.21459695,0.090859077,0.372917584,400467.7789,103676177,0.983268628,8.446448451
4.png,56,1303,0,100,29,2217.5,234.325901,0.507496324,17.88052943,0.096590769,0.545476231,838350.3886,191617749,0.995305405,8.616431908
4.png,57,1190,0,116,118,11304.5,421.8650037,0.798204594,41.15880619,0.062088577,0.450596873,1124470.456,312635719.3,0.990825348,9.979729328
4.png,58,1093,0,96,69,5164.5,296.1248906,0.740096447,26.94691076,0.154083611,0.606914109,2284357.34,655219231.1,0.996681683,7.74738643
4.png,59,696,0,115,95,8961,363.2792182,0.853267556,57.21089566,0.078834324,0.468666137,611650.4556,219508620.3,0.988999417,9.374644144
4.png,60,519,0,119,107,10034.5,374.7766918,0.89776042,50.82092508,0.1293762,0.561162321,1564856.579,494358014.5,0.993488359,8.931826952
4.png,61,425,0,58,62,2560.5,209.2964634,0.734532243,58.52999434,0.132364796,0.496068864,1336682.788,400271142.4,0.991328304,8.302482296
4.png,62,363,0,49,43,1370,149.5391061,0.769876158,67.08672481,0.070266972,0.344114298,941126.202,261872731.4,0.985573521,9.104647341
5.png,0,1145,1193,30,7,130,64.97056246,0.387008018,32.34482759,0.090766137,0.194222308,77036.00698,12239878.18,0.972187958,7.549476247
5.png,1,187,1138,99,62,4559,276.9949477,0.746682135,23.62672811,0.125537959,0.553159032,547363.5822,111986025.6,0.993528627,7.7133275
5.png,2,786,1114,87,86,6037,293.9655104,0.877886318,27.88209843,0.090247765,0.497314901,941911.0451,217981488.4,0.993888479,8.552716426
5.png,3,423,1105,90,90,5913,293.906635,0.860199057,33.57965044,0.115399979,0.556550196,1031796.518,285056997.3,0.994686611,8.217429461
5.png,4,1000,1083,107,84,6631,313.56349,0.847496499,26.24606918,0.110865299,0.574878138,1083640.482,291225238,0.9958502,8.142108445
5.png,5,575,1052,117,91,7965,342.8771977,0.851370182,17.57512315,0.089602908,0.572226165,277814.8315,65952284.58,0.993876647,8.267660654
5.png,6,706,1017,100,86,6394.5,303.8061306,0.870609474,30.46652572,0.118249739,0.569820059,1142550.202,275276821,0.994254787,8.160215587
5.png,7,419,1008,96,96,6609.5,319.663994,0.812813725,24.66611842,0.114965105,0.58862781,671718.9557,170330356.7,0.994929445,8.021195116
5.png,8,1323,968,98,81,5873,289.5634886,0.880201824,27.73259514,0.110024212,0.56494398,892755.3039,221574993.4,0.994854265,8.200946032
5.png,9,667,938,93,96,6908,315.0782094,0.874430819,28.49037591,0.103044187,0.538942982,973480.8251,224740509.9,0.993769155,8.394225144
5.png,10,281,925,95,105,7773.5,336.492422,0.862731968,32.12269504,0.101658594,0.566565835,903025.6858,214769800.3,0.993313806,8.422895477
5.png,11,0,925,9,48,279,101.7989894,0.338319581,179.4661458,0.059241214,0.094692214,55449.3039,39344080.33,0.927984626,8.628565906
5.png,12,1238,897,108,90,7397,328.0487701,0.863751183,31.601973,0.089566677,0.532175749,805481.1336,186320505.5,0.993084269,8.583066265
5.png,13,173,896,101,106,8087.5,341.4629842,0.871639483,31.94971698,0.105181995,0.573425999,1269024.741,332561225.1,0.994884176,8.40033135
5.png,14,300,829,75,94,5573.5,283.0365778,0.874284422,42.02170788,0.117395974,0.533493897,1748012.392,499211003,0.99435047,8.256505192
5.png,15,207,810,92,97,7057.5,321.8650048,0.856077792,27.85940863,0.099994334,0.529712497,1221344.534,306091676.2,0.994836121,8.692197285
5.png,16,1307,801,125,118,11056,396.4751757,0.883844561,27.97689995,0.050838661,0.35385749,724741.9123,319911439.8,0.995378788,10.82740703
5.png,17,664,753,86,92,5834,291.078208,0.865280475,29.32084399,0.115729148,0.539878546,893355.1947,226247613.8,0.994667425,8.021843277
5.png,18,1180,738,95,107,7769.5,331.4629833,0.888654338,22.7866375,0.112506004,0.589763197,819917.7271,187770829.7,0.995035685,8.025533861
5.png,19,480,710,78,114,6958.5,319.663995,0.855732546,40.47231716,0.141979438,0.578897036,1032729.009,236781508.4,0.991933112,7.686878799
5.png,20,183,697,121,107,8680.5,371.0609629,0.792253326,25.37235202,0.111513209,0.584648947,744756.7478,170956602.5,0.99384765,8.355866579
5.png,21,75,686,93,66,4633.5,265.3797241,0.826767802,37.03096179,0.131809163,0.550086128,1143126.561,290915898.3,0.993225577,8.139808614
5.png,22,62,634,86,67,3430,258.6518025,0.644277501,29.18946444,0.10123109,0.49477519,1038333.718,255026077,0.993893625,8.598519487
5.png,23,152,632,96,92,6544,307.5634899,0.869327853,34.3201373,0.106286194,0.520682655,938940.3849,247915105.8,0.993808676,8.657632091
5.png,24,0,620,71,100,5735.5,302.2670258,0.788859396,18.90414286,0.109597222,0.581103914,1175135.543,280915062.6,0.995818354,8.258611255
5.png,25,251,606,103,118,8823.5,358.9188265,0.860712828,31.48222001,0.104784295,0.588996271,974199.657,226540074.1,0.993641767,8.187630338
5.png,26,388,577,97,100,7452.5,324.9777036,0.886757189,27.77947917,0.130216354,0.592154544,1059435.241,258840823.8,0.994904753,7.778310022
5.png,27,963,558,118,97,8419,353.3624791,0.847284979,18.50541898,0.129514452,0.630113491,857035.329,209709120.5,0.996482368,7.697215022
5.png,28,636,534,96,93,6807,310.7350618,0.885900803,26.47572156,0.119723868,0.565410445,1031224.372,252090460.6,0.995164833,7.953376423
5.png,29,1122,529,134,114,11199,402.9604589,0.866690914,21.98450073,0.066780491,0.412545368,570382.2542,260027375,0.99611664,10.26901085
5.png,30,738,450,89,90,6150.5,294.8355678,0.889120326,35.75770202,0.127326578,0.546115262,1410871.017,394586303.8,0.99488615,8.122900666
5.png,31,543,426,107,101,8254.5,341.1198376,0.891428846,24.26303008,0.131202242,0.563451325,475145.7278,105163492.1,0.993432343,7.808819932
